taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
1162878	Ellychnia corrusca (Linnaeus, 1767)	11326368	Photinus corrusca (Linnaeus, 1767)	6	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Lampyridae	4737	Photinus	1162746	Photinus corrusca	11326368	LC
1795042	Tetanolita floridana Smith, 1895	1795042	Tetanolita floridana Smith, 1895	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Noctuidae	7015	Tetanolita	1795041	Tetanolita floridana	1795042	NE
2049739	Adelges tsugae Annand, 1924	2049739	Adelges tsugae Annand, 1924	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Adelgidae	9478	Adelges	2049637	Adelges tsugae	2049739	NE
2330911	Aplidium stellatum (Verrill, 1871)	2330911	Aplidium stellatum (Verrill, 1871)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Ascidiacea	356	Aplousobranchia	9589977	Polyclinidae	7348	Aplidium	2330825	Aplidium stellatum	2330911	NE
2415861	Pollachius virens (Linnaeus, 1758)	2415861	Pollachius virens (Linnaeus, 1758)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Gadiformes	549	Gadidae	3701	Pollachius	2415860	Pollachius virens	2415861	NE
2431477	Plethodon Tschudi, 1838	2431477	Plethodon Tschudi, 1838	15	GENUS	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Caudata	953	Plethodontidae	6748	Plethodon	2431477			NE
3169707	Vinca minor L.	3169707	Vinca minor L.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Apocynaceae	6701	Vinca	3169706	Vinca minor	3169707	NE
3191157	Drosera intermedia Hayne	3191157	Drosera intermedia Hayne	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Droseraceae	5399	Drosera	3190721	Drosera intermedia	3191157	NE
3196171	Halosiphon tomentosus (Lyngb.) Jaasund	3196171	Halosiphon tomentosus (Lyngb.) Jaasund	1	SPECIES	ACCEPTED	Chromista	4	Ochrophyta	98	Phaeophyceae	7073593	Tilopteridales	593	Halosiphonaceae	7737	Halosiphon	3196170	Halosiphon tomentosus	3196171	NE
3198352	Myriotrichia clavaeformis Harv.	3198352	Myriotrichia clavaeformis Harv.	1	SPECIES	ACCEPTED	Chromista	4	Ochrophyta	98	Phaeophyceae	7073593	Ectocarpales	1181	Chordariaceae	7727	Myriotrichia	3198347	Myriotrichia clavaeformis	3198352	NE
5178073	Caprella penantis Leach, 1814	5178073	Caprella penantis Leach, 1814	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Amphipoda	1231	Caprellidae	4420	Caprella	2220023	Caprella penantis	5178073	NE
5190423	Cymbulia calceola A.E.Verrill, 1880	2293794	Corolla calceola (A.E.Verrill, 1880)	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Pteropoda	9697017	Cymbuliidae	2616	Corolla	2293791	Corolla calceola	2293794	NE
5406789	Alcea rosea L.	5406789	Alcea rosea L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Malvaceae	6685	Alcea	5406788	Alcea rosea	5406789	NE
5414197	Comptonia peregrina (L.) Coult.	5414197	Comptonia peregrina (L.) Coult.	21	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Myricaceae	2432	Comptonia	8464883	Comptonia peregrina	5414197	NE
5705596	Solidago canadensis var. scabra (Muhl. ex Willd.) Torr. & A.Gray	5389058	Solidago altissima L.	2	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Solidago	5388868	Solidago altissima	5389058	
6065806	Chlidonias niger surinamensis (Gmelin, 1789)	6065806	Chlidonias niger surinamensis (Gmelin, 1789)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Chlidonias	2481118	Chlidonias niger	2481119	
7385748	Lyngbya confervoides C.Agardh ex Gomont	7385748	Lyngbya confervoides C.Agardh ex Gomont	3	SPECIES	ACCEPTED	Bacteria	3	Cyanobacteria	68	Cyanobacteriia	10774316	Cyanobacteriales	10793096	Microcoleaceae	7941427	Lyngbya	3218593	Lyngbya confervoides	7385748	NE
7739851	Agenioideus humilis (Cresson, 1867)	7739851	Agenioideus humilis (Cresson, 1867)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Pompilidae	7913	Agenioideus	4404608	Agenioideus humilis	7739851	NE
7852167	Microspora quadrata Hazen	7852167	Microspora quadrata Hazen	10	SPECIES	ACCEPTED	Plantae	6	Chlorophyta	36	Chlorophyceae	329	Sphaeropleales	7429582	Microsporaceae	8797	Microspora	2639650	Microspora quadrata	7852167	NE
8292425	Calidris subruficollis (Vieillot, 1819)	2481773	Tryngites subruficollis (Vieillot, 1819)	43	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Tryngites	2481772	Tryngites subruficollis	2481773	NT
212	Aves	212	Aves	4	CLASS	ACCEPTED	Animalia	1	Chordata	44	Aves	212									
1771562	Drasteria Hübner, 1818	1771562	Drasteria Hübner, 1818	6	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Erebidae	4532185	Drasteria	1771562			
1959302	Semiothisa continuata Walker, 1862	1959302	Semiothisa continuata Walker, 1862	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Semiothisa	1958577	Semiothisa continuata	1959302	NE
1978671	Patalene olyzonaria Walker, 1860	1978671	Patalene olyzonaria Walker, 1860	38	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Patalene	1978643	Patalene olyzonaria	1978671	NE
2147079	Rabidosa rabida (Walckenaer, 1837)	2147079	Rabidosa rabida (Walckenaer, 1837)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Lycosidae	3417	Rabidosa	2147077	Rabidosa rabida	2147079	NE
2154695	Hibana gracilis (Hentz, 1847)	2154695	Hibana gracilis (Hentz, 1847)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Anyphaenidae	7358	Hibana	2154692	Hibana gracilis	2154695	NE
2313557	Harmothoe imbricata (Linnaeus, 1767)	2313557	Harmothoe imbricata (Linnaeus, 1767)	4	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Polynoidae	7078	Harmothoe	2315129	Harmothoe imbricata	2313557	NE
2666881	Cruoriopsis	2666881	Cruoriopsis	1	GENUS	ACCEPTED	Plantae	6	Rhodophyta	106	Florideophyceae	342	Gigartinales	1400	Gloiosiphoniaceae	4935	Cruoriopsis	2666881			
2703179	Deschampsia flexuosa (L.) Trin.	4149465	Avenella flexuosa (L.) Drejer	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Avenella	3232716	Avenella flexuosa	4149465	DD
3922048	Anemonoides blanda (Schott & Kotschy) Holub	3033242	Anemone blanda Schott & Kotschy	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Anemone	3016227	Anemone blanda	3033242	NE
4156211	Plantago maritima var. juncoides (Lam.) A.Gray	6405821	Plantago maritima subsp. juncoides (Lam.) Hultén	2	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Plantaginaceae	2420	Plantago	3189695	Plantago maritima	3189755	
5051661	Lestes rectangularis Say, 1839	5051661	Lestes rectangularis Say, 1839	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Odonata	789	Lestidae	4489	Lestes	1423980	Lestes rectangularis	5051661	LC
5088504	Ornithomyia fringillina Curtis, 1836	1638390	Ornithomya fringillina Curtis, 1836	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Hippoboscidae	9491	Ornithomya	1638350	Ornithomya fringillina	1638390	NE
5133088	Danaus plexippus (Linnaeus, 1758)	5133088	Danaus plexippus (Linnaeus, 1758)	74	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Danaus	5133087	Danaus plexippus	5133088	LC
5231132	Zonotrichia leucophrys (J.R.Forster, 1772)	5231132	Zonotrichia leucophrys (J.R.Forster, 1772)	164	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Zonotrichia	6173226	Zonotrichia leucophrys	5231132	LC
5422803	Scytosiphon lomentaria (Lyngb.) Link	5422803	Scytosiphon lomentaria (Lyngb.) Link	5	SPECIES	ACCEPTED	Chromista	4	Ochrophyta	98	Phaeophyceae	7073593	Scytosiphonales	1309	Scytosiphonaceae	8501	Scytosiphon	3197993	Scytosiphon lomentaria	5422803	NE
7341822	Setophaga palmarum (J.F.Gmelin, 1789)	7341822	Setophaga palmarum (J.F.Gmelin, 1789)	313	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga palmarum	7341822	LC
10259674	BOLD:AAD1237	10259674	BOLD:AAD1237	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Noctuidae	7015	Fagitana	1776879	Fagitana littera	1776880	
1423980	Lestes Leach, 1815	1423980	Lestes Leach, 1815	3	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Odonata	789	Lestidae	4489	Lestes	1423980			NE
1953124	Lacosoma chiridota Grote, 1864	1953124	Lacosoma chiridota Grote, 1864	15	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Mimallonidae	9407	Lacosoma	1953102	Lacosoma chiridota	1953124	NE
2222186	Crago septemspinosus (Say, 1818)	2222185	Crangon septemspinosa Say, 1818	2	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Crangonidae	6191	Crangon	2222161	Crangon septemspinosa	2222185	NE
2274195	Urasterias lincki (Müller & Troschel, 1842)	2274195	Urasterias lincki (Müller & Troschel, 1842)	1	SPECIES	ACCEPTED	Animalia	1	Echinodermata	50	Asteroidea	214	Forcipulatida	1462	Asteriidae	6009	Urasterias	2274194	Urasterias lincki	2274195	NE
4951711	Brachidontes vineyardensis (Brown, 1905)	9248266	Modiola vineyardensis (Brown, 1905)	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Bivalvia	137	Mytilida	9330464	Mytilidae	3476	Brachidontes	2285735	Modiola vineyardensis	9248266	NE
5275694	Porphyra laciniata C.Agardh	5275694	Porphyra laciniata C.Agardh	1	SPECIES	ACCEPTED	Plantae	6	Rhodophyta	106	Bangiophyceae	198	Bangiales	1389	Bangiaceae	8962	Porphyra	2653483	Porphyra laciniata	5275694	NE
5388960	Solidago bicolor L.	5388960	Solidago bicolor L.	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Solidago	5388868	Solidago bicolor	5388960	NE
7864280	Polygonum ramosissimum var. prolificum Small	5652415	Polygonum ramosissimum subsp. prolificum (Small) Costea & Tardif	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Polygonaceae	2416	Polygonum	2889077	Polygonum ramosissimum	5334383	
9426252	Meganola minuscula (Zeller, 1872)	9426252	Meganola minuscula (Zeller, 1872)	7	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nolidae	9717	Meganola	4405493	Meganola minuscula	9426252	NE
10910185	Melissodes druriella (Kirby, 1802)	5040653	Melissodes druriellus (Kirby, 1802)	21	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Apidae	4334	Melissodes	5040596	Melissodes druriellus	5040653	NE
1038977	Nicrophorus orbicollis (Say, 1825)	1038977	Nicrophorus orbicollis (Say, 1825)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Silphidae	4762	Nicrophorus	1038957	Nicrophorus orbicollis	1038977	NE
1353453	Halictus rubicundus (Christ, 1791)	1353453	Halictus rubicundus (Christ, 1791)	76	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Halictidae	7908	Halictus	1347978	Halictus rubicundus	1353453	NE
1742419	Eucosma Hübner, 1823	1742419	Eucosma Hübner, 1823	3	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Tortricidae	5343	Eucosma	1742419			
1743461	Eumarozia malachitana Zeller, 1875	1743461	Eumarozia malachitana Zeller, 1875	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Tortricidae	5343	Eumarozia	1743459	Eumarozia malachitana	1743461	NE
1796154	Apamea impulsa Guenée, 1852	1796154	Apamea impulsa Guenée, 1852	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Noctuidae	7015	Apamea	1795782	Apamea impulsa	1796154	NE
2285710	Idas argenteus Jeffreys, 1876	2285710	Idas argenteus Jeffreys, 1876	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Mytilida	9330464	Mytilidae	3476	Idas	2285719	Idas argenteus	2285710	NE
2481930	Cathartes aura (Linnaeus, 1758)	2481930	Cathartes aura (Linnaeus, 1758)	1627	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Cathartidae	3242141	Cathartes	2481927	Cathartes aura	2481930	LC
2489888	Dendroica striata (J.R.Forster, 1772)	6092935	Setophaga striata (J.R.Forster, 1772)	2	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga striata	6092935	NT
3039194	Parthenocissus quinquefolia (L.) Planch.	3039194	Parthenocissus quinquefolia (L.) Planch.	22	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Vitales	7222050	Vitaceae	6672	Parthenocissus	3039188	Parthenocissus quinquefolia	3039194	LC
5108417	Balsa tristrigella Walker, 1866	5108417	Balsa tristrigella Walker, 1866	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Noctuidae	7015	Balsa	1758812	Balsa tristrigella	5108417	NE
5201462	Liparis coheni Able, 1976	5201462	Liparis coheni Able, 1976	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Scorpaeniformes	590	Liparidae	8627	Liparis	2335959	Liparis coheni	5201462	NE
6178188	Podiceps grisegena holboellii Reinhardt, 1853	6066456	Podiceps grisegena holbollii Reinhardt, 1853	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Podicipediformes	7191588	Podicipedidae	9338	Podiceps	2482049	Podiceps grisegena	2482051	
6397230	Viola pallens (Banks ex Ging.) Brainerd	5331303	Viola macloskeyi F.E.Lloyd	3	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Violaceae	6631	Viola	2874237	Viola macloskeyi	5331303	NE
6411098	Lamium galeobdolon subsp. argentatum (Smejkal) J.Duvign.	6411098	Lamium galeobdolon subsp. argentatum (Smejkal) J.Duvign.	1	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Lamium	2926678	Lamium galeobdolon	2927324	
6491833	Littorina litorea (Turton, 1819)	2301117	Littorina littorea (Linnaeus, 1758)	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Littorinimorpha	7390893	Littorinidae	2668	Littorina	2301050	Littorina littorea	2301117	NE
7249709	Graphis scripta (L.) Ach.	7249709	Graphis scripta (L.) Ach.	2	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Lecanoromycetes	180	Ostropales	1279	Graphidaceae	2176	Graphis	2602041	Graphis scripta	7249709	NE
7832625	Anachis haliaeeti (Jeffreys, 1867)	5193692	Amphissa acutecostata (Philippi, 1844)	3	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Columbellidae	2693	Amphissa	2305676	Amphissa acutecostata	5193692	NE
9752149	Phasianus colchicus Linnaeus, 1758	9752149	Phasianus colchicus Linnaeus, 1758	99	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Phasianus	2473738	Phasianus colchicus	9752149	LC
10760246	Woodwardia areolata Linnaeus, 1753	10760246	Woodwardia areolata Linnaeus, 1753	8	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Blechnaceae	2374	Woodwardia	2651511	Woodwardia areolata	10760246	NE
1311815	Dolichovespula maculata (Linnaeus, 1763)	1311815	Dolichovespula maculata (Linnaeus, 1763)	7	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Vespidae	4490	Dolichovespula	1311794	Dolichovespula maculata	1311815	NE
1652205	Aedes sollicitans Walker, 1856	1652205	Aedes sollicitans Walker, 1856	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Culicidae	3346	Aedes	7924646	Aedes sollicitans	1652205	NE
1824571	Misogada unicolor Packard, 1864	1824571	Misogada unicolor Packard, 1864	10	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Notodontidae	7016	Misogada	1824562	Misogada unicolor	1824571	NE
1840656	Agonopterix thelmae Clarke, 1941	1840656	Agonopterix thelmae Clarke, 1941	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Elachistidae	7297	Agonopterix	1840273	Agonopterix thelmae	1840656	NE
2170942	Habronattus orbus Griswold, 1987	2170942	Habronattus orbus Griswold, 1987	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644	Habronattus	2170715	Habronattus orbus	2170942	NE
2288716	Lima subovata Jeffreys, 1876	2288730	Limatula subovata (Monterosato, 1875)	3	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Bivalvia	137	Limida	9380407	Limidae	3480	Limatula	2288723	Limatula subovata	2288730	NE
2302998	Nassarius trivittatus (Say, 1822)	2303000	Ilyanassa trivittata (Say, 1822)	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Nassariidae	2688	Ilyanassa	2303037	Ilyanassa trivittata	2303000	NE
3198548	Cladosiphon zosterae (J.Agardh) Kylin	3198548	Cladosiphon zosterae (J.Agardh) Kylin	1	SPECIES	ACCEPTED	Chromista	4	Ochrophyta	98	Phaeophyceae	7073593	Ectocarpales	1181	Chordariaceae	7727	Cladosiphon	3198544	Cladosiphon zosterae	3198548	NE
5110333	Plusia contexta Grote, 1873	5110333	Plusia contexta Grote, 1873	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Noctuidae	7015	Plusia	1772155	Plusia contexta	5110333	NE
5272338	Cladophora sericea (Hudson) Kützing	5272338	Cladophora sericea (Hudson) Kützing	2	SPECIES	ACCEPTED	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Cladophorales	1362	Cladophoraceae	4854	Cladophora	2643712	Cladophora sericea	5272338	NE
5414935	Chelone glabra L.	5414935	Chelone glabra L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Plantaginaceae	2420	Chelone	3171652	Chelone glabra	5414935	LC
6163538	Ondatra zibethicus zibethicus	5219858	Ondatra zibethicus (Linnaeus, 1766)	3	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Ondatra	5219857	Ondatra zibethicus	5219858	
8004041	Amphicarpaea comosa (L.) Nieuwl. & Lunell	2960161	Amphicarpaea bracteata (L.) Fernald	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Amphicarpaea	2960157	Amphicarpaea bracteata	2960161	NE
8652594	Mentha gentilis L.	8652594	Mentha gentilis L.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Mentha	2927173	Mentha gentilis	8652594	NE
1315093	Formica knighti Buren, 1944	1315093	Formica knighti Buren, 1944	8	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Formica	1314840	Formica knighti	1315093	NE
1497435	Chrysops vittatus Wiedemann, 1821	1497435	Chrysops vittatus Wiedemann, 1821	7	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Tabanidae	6919	Chrysops	1497045	Chrysops vittatus	1497435	NE
1692043	Neoconocephalus ensiger (Harris, 1841)	1692043	Neoconocephalus ensiger (Harris, 1841)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Orthoptera	1458	Tettigoniidae	3991	Neoconocephalus	1691755	Neoconocephalus ensiger	1692043	NE
1958855	Semiothisa distribuaria Hübner, 1825	1958855	Semiothisa distribuaria Hübner, 1825	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Semiothisa	1958577	Semiothisa distribuaria	1958855	NE
1973838	Itame coortaria Hulst, 1887	1973838	Itame coortaria Hulst, 1887	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Itame	1973722	Itame coortaria	1973838	NE
2185003	Parasitus Latreille	2185003	Parasitus Latreille	3	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Mesostigmata	1109	Parasitidae	6083	Parasitus	2185003			
2286227	Lunarca ovalis (Bruguière, 1789)	2286227	Lunarca ovalis (Bruguière, 1789)	2	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Arcida	9574493	Arcidae	3483	Lunarca	2286192	Lunarca ovalis	2286227	NE
2286263	Noetia ponderosa (Say, 1822)	2286263	Noetia ponderosa (Say, 1822)	4	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Arcida	9574493	Noetiidae	6884	Noetia	2286262	Noetia ponderosa	2286263	NE
2558544	Syzygites megalocarpus Ehrenb.	2558544	Syzygites megalocarpus Ehrenb.	1	SPECIES	ACCEPTED	Fungi	5	Zygomycota	96	Mucoromycetes	9796761	Mucorales	749	Rhizopodaceae	7833248	Syzygites	2558543	Syzygites megalocarpus	2558544	NE
2706026	Miscanthus sinensis Andersson	2706026	Miscanthus sinensis Andersson	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Miscanthus	2706020	Miscanthus sinensis	2706026	NE
2711190	Schoenoplectus pungens (Vahl) Palla	2711190	Schoenoplectus pungens (Vahl) Palla	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Schoenoplectus	2710907	Schoenoplectus pungens	2711190	NE
5052005	Calopteryx maculata Palisot de Beauvois, 1807	5052005	Calopteryx maculata Palisot de Beauvois, 1807	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Odonata	789	Calopterygidae	4211	Calopteryx	1427007	Calopteryx maculata	5052005	LC
5192575	Vermicularia radicula (Stimpson, 1851)	5192575	Vermicularia radicula (Stimpson, 1851)	2	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225			Turritellidae	7060	Vermicularia	2300693	Vermicularia radicula	5192575	NE
5275316	Thelypteris palustris (Salisb.) Schott	5275316	Thelypteris palustris (Salisb.) Schott	14	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Thelypteridaceae	6618	Thelypteris	5937466	Thelypteris palustris	5275316	LC
5388868	Solidago L.	5388868	Solidago L.	2	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Solidago	5388868			NE
7670324	Katodinium Fott, 1957	7670324	Katodinium Fott, 1957	1	GENUS	ACCEPTED	Chromista	4	Myzozoa	8770992	Dinophyceae	9049014	Gymnodiniales	8920583	Tovelliaceae	7762615	Katodinium	7670324			
7769508	Chondria dasyphylla (Woodward) C.Agardh	7769508	Chondria dasyphylla (Woodward) C.Agardh	5	SPECIES	ACCEPTED	Plantae	6	Rhodophyta	106	Florideophyceae	342	Ceramiales	665	Rhodomelaceae	4895	Chondria	2668698	Chondria dasyphylla	7769508	NE
9239301	Meganola spodia Franclemont, 1985	9239301	Meganola spodia Franclemont, 1985	8	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nolidae	9717	Meganola	4405493	Meganola spodia	9239301	NE
1764235	Chaetaglaea tremula Harvey, 1874	1764235	Chaetaglaea tremula Harvey, 1874	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Noctuidae	7015	Chaetaglaea	1764234	Chaetaglaea tremula	1764235	NE
2443002	Trachemys scripta (Thunberg In Schoepff, 1792)	2443002	Trachemys scripta (Thunberg In Schoepff, 1792)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Reptilia	358	Testudines	793	Emydidae	5465	Trachemys	2442941	Trachemys scripta	2443002	LC
2491087	Ammospiza caudacutus (J.F.Gmelin, 1788)	2491082	Ammodramus caudacutus (J.F.Gmelin, 1788)	228	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Ammodramus	2491079	Ammodramus caudacutus	2491082	EN
2873890	Linum floridanum (Planch.) Trel.	2873890	Linum floridanum (Planch.) Trel.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Linaceae	2493	Linum	2873855	Linum floridanum	2873890	NE
3146791	Erigeron canadensis L.	3146791	Erigeron canadensis L.	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Erigeron	3146588	Erigeron canadensis	3146791	NE
5187514	Asterias forbesi (Desor, 1848)	5187514	Asterias forbesi (Desor, 1848)	11	SPECIES	ACCEPTED	Animalia	1	Echinodermata	50	Asteroidea	214	Forcipulatida	1462	Asteriidae	6009	Asterias	2270462	Asterias forbesi	5187514	NE
